model1	model2	concept	r1	r2	z	p
baseline_gpt4-turbo_sbert-carrier	gpt-4o-2024-08-06_zeroshot_description_score	overall		0.39491107770853584		
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score	overall		0.39491107770853584		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score	overall		0.39491107770853584		
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score	overall		0.39491107770853584		
gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score	overall		0.39491107770853584		
gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score	overall		0.39491107770853584		
gpt-4o-2024-08-06_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall	0.39491107770853584			
baseline_count	baseline_sbert-carrier	overall				
baseline_gpt4-turbo	baseline_sbert-carrier	overall	0.3129596803824239			
baseline_gpt4-turbo_sbert-carrier	baseline_sbert-carrier	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	baseline_sbert-carrier	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	baseline_sbert-carrier	overall				
baseline_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	overall				
baseline_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	overall				
baseline_sbert-carrier	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	overall				
baseline_sbert-carrier	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall				
baseline_count	baseline_gpt4-turbo	overall		0.3129596803824239		
baseline_count	baseline_gpt4-turbo_sbert-carrier	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	baseline_count	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	baseline_count	overall				
baseline_count	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	overall				
baseline_count	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	overall				
baseline_count	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	overall				
baseline_count	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall				
baseline_gpt4-turbo	baseline_gpt4-turbo_sbert-carrier	overall	0.3129596803824239			
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	baseline_gpt4-turbo	overall		0.3129596803824239		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	baseline_gpt4-turbo	overall		0.3129596803824239		
baseline_gpt4-turbo	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	overall	0.3129596803824239			
baseline_gpt4-turbo	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	overall	0.3129596803824239			
baseline_gpt4-turbo	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	overall	0.3129596803824239			
baseline_gpt4-turbo	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall	0.3129596803824239			
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	baseline_gpt4-turbo_sbert-carrier	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	baseline_gpt4-turbo_sbert-carrier	overall				
baseline_gpt4-turbo_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	overall				
baseline_gpt4-turbo_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	overall				
baseline_gpt4-turbo_sbert-carrier	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	overall				
baseline_gpt4-turbo_sbert-carrier	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	overall				
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall				
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	overall				
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	overall				
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall				
gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	overall				
gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall				
gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	overall				
