	id_str	concept	No	Yes	total	percent_no	percent_yes
364	1043296977042243585	domain-agnostic	6.0	2.0	8.0	0.75	0.25
365	1043983294767992833	vermin	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
366	1044049477957443584	domain-agnostic	4.0	1.0	5.0	0.8	0.2
367	1044597781724184576	water	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
368	1045140902983979008	pressure	6.0	2.0	8.0	0.75	0.25
369	1045699348133302272	domain-agnostic	5.0	3.0	8.0	0.625	0.375
370	1046080292832841728	vermin	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
371	1046389996884832256	commodity	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
372	1047065761372680192	vermin	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
373	1047472594989928448	water	7.0	0.0	7.0	1.0	0.0
374	1047577115808473094	domain-agnostic	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
375	1047579951128596481	domain-agnostic	1.0	7.0	8.0	0.125	0.875
376	1048041277596598274	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
377	1048223258376646656	water	9.0	0.0	9.0	1.0	0.0
378	1048225997265494016	water	8.0	0.0	8.0	1.0	0.0
379	1048273056962158592	water	9.0	0.0	9.0	1.0	0.0
380	1048592247241891841	commodity	5.0	3.0	8.0	0.625	0.375
381	1048655245688102913	pressure	0.0	10.0	10.0	0.0	1.0
382	1049006451535110144	vermin	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
383	1049484909214146560	vermin	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
384	1049793453998178306	pressure	2.0	6.0	8.0	0.25	0.75
385	1049822747432558592	parasite	4.0	4.0	8.0	0.5	0.5
386	1049852816817352711	parasite	9.0	1.0	10.0	0.9	0.1
387	1050141677686583297	war	8.0	0.0	8.0	1.0	0.0
388	1050302304430243842	parasite	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
389	1050377678157578241	vermin	5.0	3.0	8.0	0.625	0.375
390	1050380415385706496	commodity	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
391	1050469193248731136	commodity	9.0	1.0	10.0	0.9	0.1
392	1051287091353653249	war	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888
393	1051532536994848769	domain-agnostic	3.0	5.0	8.0	0.375	0.625
394	1051582164398166018	domain-agnostic	4.0	6.0	10.0	0.4	0.6
395	1051850010130898944	water	8.0	0.0	8.0	1.0	0.0
396	1052209608364765184	animal	3.0	8.0	11.0	0.2727272727272727	0.7272727272727273
397	1052212457975021568	pressure	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
398	1052355022397235200	war	0.0	7.0	7.0	0.0	1.0
399	1052442524391038976	commodity	7.0	1.0	8.0	0.875	0.125
400	1052497860267298817	parasite	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
401	1052635123860963328	animal	2.0	6.0	8.0	0.25	0.75
402	1052848127424811009	parasite	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
403	1052914050982666240	domain-agnostic	7.0	0.0	7.0	1.0	0.0
404	1052946241401839617	animal	10.0	1.0	11.0	0.9090909090909092	0.0909090909090909
405	1053054458224009216	commodity	8.0	0.0	8.0	1.0	0.0
406	1053113852097773568	animal	13.0	0.0	13.0	1.0	0.0
407	1053348394620596224	parasite	5.0	3.0	8.0	0.625	0.375
408	1053422908129849344	parasite	9.0	0.0	9.0	1.0	0.0
409	1053422908129849344	vermin	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
410	1053670874975535104	pressure	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
411	1053726464590467073	animal	3.0	2.0	5.0	0.6	0.4
412	1053755361650388992	commodity	6.0	2.0	8.0	0.75	0.25
413	1053860202896855040	vermin	7.0	1.0	8.0	0.875	0.125
414	1054049918401294338	commodity	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
415	1054076055206744069	parasite	8.0	0.0	8.0	1.0	0.0
416	1054117470192099328	pressure	8.0	2.0	10.0	0.8	0.2
417	1054209274698551299	war	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
418	1054350678087397377	water	6.0	0.0	6.0	1.0	0.0
419	1054385432543326209	domain-agnostic	5.0	3.0	8.0	0.625	0.375
420	1054448894854266880	animal	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
421	1054459349991452672	parasite	0.0	8.0	8.0	0.0	1.0
422	1054515900550995968	animal	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
423	1054523769916555264	domain-agnostic	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
424	1054578367570173952	war	1.0	7.0	8.0	0.125	0.875
425	1054610258113392640	commodity	3.0	3.0	6.0	0.5	0.5
426	1054742707111780353	war	6.0	2.0	8.0	0.75	0.25
427	1054757879578796032	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
428	1054763791479640065	animal	10.0	0.0	10.0	1.0	0.0
429	1054842645204398080	animal	8.0	0.0	8.0	1.0	0.0
430	1054860560762695681	domain-agnostic	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
431	1054866734375612416	domain-agnostic	8.0	0.0	8.0	1.0	0.0
432	1054905500226138112	animal	4.0	4.0	8.0	0.5	0.5
433	1055130580424114176	commodity	7.0	1.0	8.0	0.875	0.125
434	1055255471265865728	water	7.0	1.0	8.0	0.875	0.125
435	1055485191207219200	vermin	2.0	8.0	10.0	0.2	0.8
436	1055715551161405440	parasite	8.0	0.0	8.0	1.0	0.0
437	1055781527592697856	water	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
438	1055852181058928640	domain-agnostic	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
439	1055900249041129472	war	4.0	0.0	4.0	1.0	0.0
440	1056029408442626048	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
441	1056092526837301248	parasite	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
442	1056191675565977601	parasite	8.0	0.0	8.0	1.0	0.0
443	1056238560737718272	animal	8.0	3.0	11.0	0.7272727272727273	0.2727272727272727
444	1056282900415504389	domain-agnostic	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
445	1056317689650659328	parasite	1.0	7.0	8.0	0.125	0.875
446	1056338506400829440	pressure	6.0	0.0	6.0	1.0	0.0
447	1056348275375140865	war	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
448	1056398205192167425	animal	5.0	10.0	15.0	0.3333333333333333	0.6666666666666666
449	1056890660513550339	animal	10.0	1.0	11.0	0.9090909090909092	0.0909090909090909
450	1056927286031720449	water	5.0	0.0	5.0	1.0	0.0
451	1056993059429183490	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
452	1057043383934312448	water	8.0	0.0	8.0	1.0	0.0
453	1057049486231527425	war	3.0	3.0	6.0	0.5	0.5
454	1057109548656259074	parasite	1.0	9.0	10.0	0.1	0.9
455	1057340814186201088	domain-agnostic	9.0	0.0	9.0	1.0	0.0
456	1057370241876008967	pressure	5.0	5.0	10.0	0.5	0.5
457	1057441796261847040	domain-agnostic	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
458	1057623805588197376	water	7.0	0.0	7.0	1.0	0.0
459	1057636450122924032	commodity	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
460	1057661540445364224	vermin	6.0	0.0	6.0	1.0	0.0
461	1057757213392035840	water	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
462	1058022992150753280	water	7.0	0.0	7.0	1.0	0.0
463	1058044269007642624	water	0.0	8.0	8.0	0.0	1.0
464	1058046804485398529	animal	7.0	3.0	10.0	0.7	0.3
465	1058076206149525504	domain-agnostic	5.0	3.0	8.0	0.625	0.375
466	1058128778377990145	vermin	5.0	3.0	8.0	0.625	0.375
467	1058166859722305536	war	1.0	7.0	8.0	0.125	0.875
468	1058229872017911808	war	2.0	6.0	8.0	0.25	0.75
469	1058368357848748032	animal	11.0	1.0	12.0	0.9166666666666666	0.0833333333333333
470	1058377370149810178	commodity	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
471	1058385203872391168	vermin	7.0	0.0	7.0	1.0	0.0
472	1058430159693451265	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571
473	1058749678819266560	domain-agnostic	8.0	0.0	8.0	1.0	0.0
474	1058760638959357953	pressure	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888
475	1058854724324286464	animal	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
476	1058968061968039938	pressure	1.0	7.0	8.0	0.125	0.875
477	1059066703588610050	animal	9.0	1.0	10.0	0.9	0.1
478	1059083493840510976	animal	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
479	1059123782625968129	commodity	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
480	1059169612129017856	pressure	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
481	1059231936940511232	pressure	6.0	2.0	8.0	0.75	0.25
482	1059487496742957058	vermin	6.0	2.0	8.0	0.75	0.25
483	1059539413397635076	parasite	7.0	0.0	7.0	1.0	0.0
484	1059561709504024577	vermin	7.0	1.0	8.0	0.875	0.125
485	1059569229882683400	pressure	1.0	7.0	8.0	0.125	0.875
486	1059585437516345344	parasite	7.0	1.0	8.0	0.875	0.125
487	1059633990360031235	water	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571
488	1059836944329400320	commodity	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
489	1059872634069008385	domain-agnostic	7.0	1.0	8.0	0.875	0.125
490	1059947370727854080	parasite	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
491	1060201324510408706	domain-agnostic	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
492	1060937254137286656	pressure	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
493	1061245713751924737	pressure	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
494	1061437772597284864	domain-agnostic	10.0	0.0	10.0	1.0	0.0
495	1061508524621017088	pressure	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
496	1061823967340695553	pressure	8.0	0.0	8.0	1.0	0.0
497	1061941054264401921	parasite	0.0	8.0	8.0	0.0	1.0
498	1062154241530388481	pressure	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
499	1062454419021680641	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
500	1062521044320296961	pressure	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
501	1062674668673470467	parasite	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
502	1062840961904992256	animal	10.0	1.0	11.0	0.9090909090909092	0.0909090909090909
503	1062914935989116928	vermin	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
504	1062955899663212544	domain-agnostic	6.0	2.0	8.0	0.75	0.25
505	1063236351410216963	pressure	2.0	6.0	8.0	0.25	0.75
506	1063246001627123712	parasite	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
507	1063268436141330434	domain-agnostic	4.0	1.0	5.0	0.8	0.2
508	1063278942050631680	vermin	7.0	0.0	7.0	1.0	0.0
509	1063307199479468033	pressure	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
510	1063456638768541698	pressure	6.0	2.0	8.0	0.75	0.25
511	1063630488898846721	vermin	2.0	3.0	5.0	0.4	0.6
512	1063816968073969666	domain-agnostic	4.0	4.0	8.0	0.5	0.5
513	1063862405351030785	war	4.0	4.0	8.0	0.5	0.5
514	1064056657414639619	water	0.0	8.0	8.0	0.0	1.0
515	1064140941987127298	water	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
516	1064346256926023680	animal	6.0	2.0	8.0	0.75	0.25
517	1064352019459264512	war	5.0	3.0	8.0	0.625	0.375
518	1064502887735328773	water	7.0	1.0	8.0	0.875	0.125
519	1064554045250007041	parasite	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
520	1064690766583382016	commodity	1.0	7.0	8.0	0.125	0.875
521	1064957637127741441	parasite	7.0	1.0	8.0	0.875	0.125
522	1064970754826125312	parasite	6.0	2.0	8.0	0.75	0.25
523	1064979378285801473	animal	13.0	1.0	14.0	0.9285714285714286	0.0714285714285714
524	1065048027331727361	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778
525	1065063308418441217	parasite	5.0	3.0	8.0	0.625	0.375
526	1065361339319767041	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
527	1065599650445647872	animal	7.0	3.0	10.0	0.7	0.3
528	1065757949749092352	water	9.0	0.0	9.0	1.0	0.0
529	1065806945947447296	commodity	4.0	4.0	8.0	0.5	0.5
530	1065904990294876161	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
531	1065990295328825346	pressure	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
532	1066011388890439681	commodity	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
533	1066045134180163584	war	1.0	4.0	5.0	0.2	0.8
534	1066120478149013505	domain-agnostic	1.0	4.0	5.0	0.2	0.8
535	1066147577106714624	vermin	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
536	1066316480478945280	war	8.0	0.0	8.0	1.0	0.0
537	1066383994093273088	domain-agnostic	8.0	0.0	8.0	1.0	0.0
538	1066559843652243456	water	7.0	0.0	7.0	1.0	0.0
539	1066595048530329601	vermin	6.0	0.0	6.0	1.0	0.0
540	1066813627120971776	parasite	0.0	9.0	9.0	0.0	1.0
541	1066838669645017089	water	2.0	3.0	5.0	0.4	0.6
542	1066856666556235776	war	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
543	1066888068894986243	war	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
544	1067015681433051136	commodity	9.0	0.0	9.0	1.0	0.0
545	1067060611228594176	domain-agnostic	7.0	3.0	10.0	0.7	0.3
546	1067105564554072065	parasite	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888
547	1067157855344648192	water	5.0	3.0	8.0	0.625	0.375
548	1067208422725246976	animal	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
549	1067339663722057728	vermin	3.0	2.0	5.0	0.6	0.4
550	1067370871889846272	animal	10.0	0.0	10.0	1.0	0.0
551	1067422838888587264	parasite	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
552	1067429009963675651	vermin	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
553	1067502309192679427	vermin	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
554	1067597935150387200	animal	9.0	1.0	10.0	0.9	0.1
555	1067625910323548161	domain-agnostic	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
556	1067713884147060737	animal	10.0	0.0	10.0	1.0	0.0
557	1067757204592361473	parasite	6.0	2.0	8.0	0.75	0.25
558	1067793571724562432	commodity	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
559	1067991672506732544	domain-agnostic	3.0	5.0	8.0	0.375	0.625
560	1068239149835132930	water	9.0	0.0	9.0	1.0	0.0
561	1068399799655903232	parasite	5.0	3.0	8.0	0.625	0.375
562	1068508122174709760	domain-agnostic	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778
563	1068570312370020353	domain-agnostic	0.0	7.0	7.0	0.0	1.0
564	1068597145433911296	parasite	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
565	1069005776352612352	vermin	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
566	1069354984037322752	pressure	2.0	6.0	8.0	0.25	0.75
567	1069648390294724608	commodity	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
568	1069664498078937088	pressure	7.0	1.0	8.0	0.875	0.125
569	1069761131504381953	parasite	6.0	0.0	6.0	1.0	0.0
570	1069796164831232002	commodity	1.0	5.0	6.0	0.1666666666666666	0.8333333333333334
571	1069970055662837761	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
572	1069991026742431755	vermin	7.0	1.0	8.0	0.875	0.125
573	1070104346765991936	war	7.0	0.0	7.0	1.0	0.0
574	1070256271998087170	war	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
575	1070477271163650048	pressure	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
576	1070850945892933633	vermin	6.0	2.0	8.0	0.75	0.25
577	1071015741367963648	domain-agnostic	3.0	3.0	6.0	0.5	0.5
578	1071056571646570496	commodity	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
579	1071082594798714880	commodity	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
580	1071238279788290052	commodity	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
581	1071788529691308035	parasite	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
582	1071851455173271553	vermin	7.0	0.0	7.0	1.0	0.0
583	1071962501892341760	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
584	1072142339811000321	pressure	4.0	4.0	8.0	0.5	0.5
585	1072163640164409345	vermin	4.0	4.0	8.0	0.5	0.5
586	1072324697633763328	water	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
587	1072547267117232128	vermin	2.0	6.0	8.0	0.25	0.75
588	1072599371273945091	domain-agnostic	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
589	1072948337786130438	parasite	0.0	8.0	8.0	0.0	1.0
590	1072956271307874304	domain-agnostic	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
591	1072964328146567172	parasite	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
592	1073006074901319681	war	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
593	1073230738189901824	water	4.0	4.0	8.0	0.5	0.5
594	1073279691602067456	water	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
595	1073421340793663488	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
596	1073568994559287306	vermin	4.0	1.0	5.0	0.8	0.2
597	1073576670555238401	parasite	10.0	0.0	10.0	1.0	0.0
598	1073637111717191680	animal	3.0	3.0	6.0	0.5	0.5
599	1073705304800391168	vermin	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
600	1073804547099934720	parasite	9.0	0.0	9.0	1.0	0.0
601	1074043526780837888	parasite	5.0	3.0	8.0	0.625	0.375
602	1074091768386338816	vermin	6.0	0.0	6.0	1.0	0.0
603	1074344017620598784	water	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
604	1074356743138889728	domain-agnostic	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
605	1074374711973429254	vermin	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
606	1074385644401643521	water	0.0	8.0	8.0	0.0	1.0
607	1074640931972886530	pressure	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
608	1074746867920093187	pressure	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
609	1075003603373428736	vermin	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
610	1075007754488766464	animal	6.0	0.0	6.0	1.0	0.0
611	1075191933914501120	water	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571
612	1075304684355813376	animal	7.0	0.0	7.0	1.0	0.0
613	1075434814730395648	parasite	9.0	0.0	9.0	1.0	0.0
614	1075447278964486145	water	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
615	1075469874091024384	vermin	0.0	8.0	8.0	0.0	1.0
616	1075747180076523527	animal	3.0	2.0	5.0	0.6	0.4
617	1075759489939255299	commodity	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
618	1076166539588579330	domain-agnostic	6.0	2.0	8.0	0.75	0.25
619	1076173485376966656	parasite	9.0	0.0	9.0	1.0	0.0
620	1076175060333928451	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
621	1076216429173723137	animal	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
622	1076260698785640449	water	0.0	7.0	7.0	0.0	1.0
623	1076282572101959681	war	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778
624	1076504228871487493	domain-agnostic	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
625	1076582486220722182	vermin	6.0	0.0	6.0	1.0	0.0
626	1076635975323914241	animal	11.0	0.0	11.0	1.0	0.0
627	1076642183724261376	war	1.0	5.0	6.0	0.1666666666666666	0.8333333333333334
628	1076723580099051520	vermin	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
629	1077007498408792066	pressure	5.0	3.0	8.0	0.625	0.375
630	1077257418093068290	vermin	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
631	1077279897029169152	parasite	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
632	1077286099578368005	war	7.0	0.0	7.0	1.0	0.0
633	1077534832723410945	domain-agnostic	3.0	5.0	8.0	0.375	0.625
634	1078084836420698113	animal	11.0	1.0	12.0	0.9166666666666666	0.0833333333333333
635	1078317625325699072	parasite	8.0	0.0	8.0	1.0	0.0
636	1078359244121034752	pressure	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
637	1078419996965953537	animal	2.0	1.0	3.0	0.6666666666666666	0.3333333333333333
638	1078422854100635649	animal	13.0	0.0	13.0	1.0	0.0
639	1078660296611221504	water	4.0	6.0	10.0	0.4	0.6
640	1078691294606573568	vermin	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
641	1078693584696569856	parasite	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
642	1078730864937320448	animal	3.0	2.0	5.0	0.6	0.4
643	1078819899915481088	animal	3.0	7.0	10.0	0.3	0.7
644	1079070315811098627	parasite	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
645	1079125209196699649	pressure	7.0	1.0	8.0	0.875	0.125
646	1079126671762968576	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
647	1079126997647978499	pressure	5.0	5.0	10.0	0.5	0.5
648	1079162356880437248	commodity	7.0	1.0	8.0	0.875	0.125
649	1079409138403368961	parasite	3.0	3.0	6.0	0.5	0.5
650	1079427116028944385	animal	10.0	2.0	12.0	0.8333333333333334	0.1666666666666666
651	1079576445842796545	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666
652	1079680176840105984	animal	10.0	1.0	11.0	0.9090909090909092	0.0909090909090909
653	1079816283271639042	commodity	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
654	1079891972431773696	vermin	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
655	1080007832097955840	war	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
656	1080040249022181376	animal	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571
657	1080245591668490240	vermin	7.0	1.0	8.0	0.875	0.125
658	1080306114238005248	pressure	2.0	3.0	5.0	0.4	0.6
659	1080313743249031169	pressure	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
660	1080456851643342848	water	9.0	0.0	9.0	1.0	0.0
661	1080487798061260800	commodity	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
662	1080529822441304064	vermin	8.0	0.0	8.0	1.0	0.0
663	1080629917841309697	domain-agnostic	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
664	1080642954983690247	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
665	1080864575300329472	domain-agnostic	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
666	1080872861173198848	parasite	0.0	9.0	9.0	0.0	1.0
667	1080880704530067457	commodity	4.0	4.0	8.0	0.5	0.5
668	1080886736765493248	war	4.0	4.0	8.0	0.5	0.5
669	1080907570271838210	pressure	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
670	1080957763960754176	pressure	5.0	3.0	8.0	0.625	0.375
671	1081215256028823552	pressure	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
672	1081528209831874560	pressure	7.0	1.0	8.0	0.875	0.125
673	1081605381657219072	parasite	1.0	9.0	10.0	0.1	0.9
674	1081606689051344896	domain-agnostic	7.0	0.0	7.0	1.0	0.0
675	1081747308524462085	water	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
676	1081823626012344320	water	9.0	0.0	9.0	1.0	0.0
677	1081925883563249665	war	0.0	7.0	7.0	0.0	1.0
678	1081932667401060352	vermin	6.0	2.0	8.0	0.75	0.25
679	1081943218604986368	vermin	7.0	0.0	7.0	1.0	0.0
680	1082005629424844802	water	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
681	1082006062289555457	domain-agnostic	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
682	1082089006739922944	vermin	8.0	0.0	8.0	1.0	0.0
683	1082340121804972032	pressure	9.0	0.0	9.0	1.0	0.0
684	1082358307900264448	vermin	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666
685	1082418861906018304	vermin	8.0	0.0	8.0	1.0	0.0
686	1082476574287560704	commodity	2.0	6.0	8.0	0.25	0.75
687	1082481381790437376	animal	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
688	1082509773029937153	pressure	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
689	1082576611344568320	water	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
690	1082650305291059202	commodity	3.0	1.0	4.0	0.75	0.25
691	1082661236901363715	commodity	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
692	1082682282220154886	vermin	7.0	1.0	8.0	0.875	0.125
693	1082692783939346433	parasite	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
694	1082738728336973824	parasite	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
695	1082743415043960832	water	7.0	0.0	7.0	1.0	0.0
696	1082782696386879488	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
697	1082785619405725696	animal	6.0	4.0	10.0	0.6	0.4
698	1082798597421158400	commodity	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
699	1082822371126460417	commodity	6.0	2.0	8.0	0.75	0.25
700	1082823303549595648	pressure	9.0	0.0	9.0	1.0	0.0
701	1082830229171814405	animal	9.0	1.0	10.0	0.9	0.1
702	1082834025440522242	commodity	7.0	1.0	8.0	0.875	0.125
703	1082863349493309440	pressure	5.0	5.0	10.0	0.5	0.5
704	1083014893886947329	pressure	4.0	4.0	8.0	0.5	0.5
705	1083049418893475841	water	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
706	1083107294844461061	animal	7.0	0.0	7.0	1.0	0.0
707	1083107669798539278	war	8.0	0.0	8.0	1.0	0.0
708	1083117213500887041	parasite	0.0	8.0	8.0	0.0	1.0
709	1083125719557799937	pressure	4.0	4.0	8.0	0.5	0.5
710	1083133974791286784	domain-agnostic	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
711	1083138515150487552	pressure	1.0	7.0	8.0	0.125	0.875
712	1083199376590278661	pressure	0.0	4.0	4.0	0.0	1.0
713	1083217495987752960	pressure	4.0	4.0	8.0	0.5	0.5
714	1083221611845701632	commodity	9.0	0.0	9.0	1.0	0.0
715	1083243279188090885	domain-agnostic	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
716	1083302070319484928	animal	0.0	12.0	12.0	0.0	1.0
717	1083474941532606466	vermin	6.0	0.0	6.0	1.0	0.0
718	1083572505623781376	vermin	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
719	1083715771744899073	animal	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
720	1083786477228773378	commodity	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
721	1083797273778290689	domain-agnostic	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
722	1083816219046805504	commodity	7.0	0.0	7.0	1.0	0.0
723	1083960925860827136	commodity	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
724	1084051496013123584	commodity	7.0	1.0	8.0	0.875	0.125
725	1084068122636812288	water	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
726	1084134770559176705	water	0.0	9.0	9.0	0.0	1.0
727	1084218334499856384	parasite	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
